id	chave	autores	titulo	ano	veiculo	link	area	tema	veredito	motivo
RF187	berry2004physics	M. V. Berry	Physics of nonhermitian degeneracies	2004	Czechoslovak Journal of Physics, 54(10):1039--1047, 2004	https://doi.org/10.1023/B:CJOP.0000044002.05657.04	Matemática	Degenerescencia nao-hermitiana; ponto excepcional; estrutura de raiz quadrada; superficies de Riemann	fora-de-escopo	Degenerescência não-hermitiana, ponto excepcional e superfícies de Riemann: nenhum capítulo pergunta como autovalores degenerados se separam sob perturbação; o capítulo 25 usa autovalor e norma da potência como critério de memória sem estrutura de degenerescência — física de degenerescências fora do mapa.
RF188	trefethen1997pseudospectra	L. N. Trefethen	Pseudospectra of linear operators	1997	SIAM Review, 39(3):383--406, 1997	https://doi.org/10.1137/S0036144595295284	Matemática	Pseudoespectro; operador nao-normal; crescimento transiente; contorno de nivel; sensibilidade espectral	redundante	A survey de pseudoespectros generaliza (contornos de nível, resolvente, sensibilidade espectral) o que trefethen1993hydrodynamic, já citado, carrega para o mesmo fim: crescimento transiente de operadores não-normais onde o autovalor engana. Nenhuma afirmação medível nova para o cap. 16 — trocaria a fonte existente por uma mais geral, que é corroboração, não expansão.
RF189	bengio2013estimating	Y. Bengio, N. Leonard, A. Courville	Estimating or Propagating Gradients Through Stochastic Neurons for Conditional Computation	2013	arXiv:1308.3432	https://arxiv.org/abs/1308.3432	Matemática	Gradiente parado; estimador straight-through; neuronios estocasticos; computacao condicional; vies do estimador	fora-de-escopo	Engenharia de treino de redes profundas: o livro não treina redes por gradiente (§8 veta dependência pesada) e nenhum degrau do §4 recebe computação condicional ou estimador de gradiente.
RF190	kerg2019normal	G. Kerg, K. Goyette, M. Puelma Touzel, G. Gidel, E. Vorontsov, Y. Bengio, G. Lajoie	Non-normal Recurrent Neural Network (nnRNN): learning long time dependencies while improving expressivity with transient dynamics	2019	NeurIPS 2019; arXiv:1905.12080	https://arxiv.org/abs/1905.12080	Matemática	Nao-normalidade; crescimento transiente; memoria de longo prazo; expressividade; espectro de valores singulares	redundante	O núcleo — a transiente não mora nos autovalores, mora no pseudoespectro — já entrou por trefethen1993hydrodynamic, e a memória de sistema está coberta por jaeger2001echo, dambre2012information e hart2020embedding; os caps. 29 e 30 medem capacidade e resposta de um pedaço só com instrumento próprio. Dúvida declarada: a não-normalidade como botão de treinamento (memória e expressividade com os mesmos autovalores) seria afirmação nova para o cap. 30 — mas com Trefethen citado, vira corroborar.
RF192	flanders1951elementary	H. Flanders	Elementary divisors of AB and BA	1951	Proceedings of the American Mathematical Society, 2:871--874	https://doi.org/10.1090/S0002-9939-1951-0044493-X	Matemática	Divisores elementares; forma de Jordan do produto; espectro do produto	fora-de-escopo	Divisores elementares e forma de Jordan do produto AB×BA — álgebra espectral pura; nenhum capítulo compõe duas matrizes e pergunta pelo espectro do produto: o teto do posto do cap. 29 é desigualdade de posto da matriz de controlabilidade, não estrutura de Jordan de produto.
RF193	lippert2009jordan	R. A. Lippert, G. Strang	The Jordan forms of AB and BA	2009	Electronic Journal of Linear Algebra, 18	https://doi.org/10.13001/1081-3810.1313	Matemática	Forma de Jordan de produtos; divisores elementares; matrizes diagonalizáveis	fora-de-escopo	O território defeituoso do livro é o cap. 25, que mede o transiente de uma família de matrizes defeituosas 2×2 dada, sem produto de operadores em nenhum lugar (busca 'AB', 'produto de matrizes' e 'Jordan': zero ocorrências nos 33 capítulos); a estrutura de Jordan de AB×BA não serve afirmação mensurável de capítulo existente — o resultado antigo «produto defeituoso» ficou na pedreira do .old sem capítulo atual que o carregue.
RF194	eskin2019semisimplicity	A. Eskin, C. Matheus	Semisimplicity of the Lyapunov spectrum for irreducible cocycles	2019	Israel Journal of Mathematics, 230:973--1005	https://doi.org/10.1007/s11856-019-1841-2	Matemática	Expoentes de Lyapunov; semissimplicidade; cociclos irredutíveis; decomposição de Oseledets	fora-de-escopo	Semisimplicidade do espectro de Lyapunov de cociclos irredutíveis é dinâmica homogênea de pesquisa; o teto de memória do livro se mede em posto e bits (caps. 29 e 32, com dambre2012information já citada) — o mapa não toca decomposição de Oseledets em degrau nenhum.
RF195	bochi2026distribution	J. Bochi, P. Lessa	On the distribution of the angle between Oseledets spaces	2026	Annales Henri Lebesgue, 9:65--84	https://doi.org/10.5802/ahl.260	Matemática	Ângulo de Oseledets; subespaços de Oseledets; produtos i.i.d. em GL(2,R); integrabilidade logarítmica	fora-de-escopo	Probabilidade e matriz aleatória puras (distribuição do ângulo entre espaços de Oseledets em produtos iid em GL(2,R)). O mapa não carrega co-ciclos lineares nem decomposição ergódica multiplicativa em nenhum degrau; é técnica de sistemas dinâmicos sem ponte com medida, alarme, cauda ou memória do livro.
RF196	goldman2004exposition	W. M. Goldman	An exposition of results of Fricke	2004	arXiv:math/0402103	https://arxiv.org/abs/math/0402103	Matemática	Anel de traços; identidades de Fricke; classificação elíptica-parabólica-hiperbólica; SL(2,C)	fora-de-escopo	Anel de traços, identidades de Fricke e classificação elíptica–parabólica–hiperbólica em SL(2,C): álgebra e geometria de grupos sem nenhum contato com a medida do livro — nenhum dos 33 degraus toca estruturas de grupos, traços ou geometria hiperbólica; é exposição de resultados clássicos de Fricke, matéria-prima de outra área.
RF197	fricke1897vorlesungen	R. Fricke	Vorlesungen über die Theorie der automorphen Functionen, Band 1	1897	B. G. Teubner, Leipzig	https://archive.org/details/vorlesungenber01fricuoft	Matemática	Funções automorfas; grupo modular; polinômios de traço; classificação por traço	fora-de-escopo	Funções automorfas, grupo modular e polinômios de traço: matemática do século XIX sem nenhum degrau correspondente no mapa — herança da pedreira do projeto anterior, nada disso é roteiro.
RF198	beardon1983geometry	A. F. Beardon	The Geometry of Discrete Groups	1983	Graduate Texts in Mathematics 91, Springer	https://doi.org/10.1007/978-1-4612-1146-4	Matemática	Transformações de Möbius; classificação por traço; eixos; grupos discretos	fora-de-escopo	Transformações de Möbius, classificação por traço e grupos discretos: geometria hiperbólica sem nenhum objeto no §4 nem uso em capítulo; impossível pontear com qualquer degrau existente.
RF202	kass1995bayes	Robert E. Kass, Adrian E. Raftery	Bayes Factors	1995	Journal of the American Statistical Association, 90(430):773-795	https://doi.org/10.1080/01621459.1995.10476572	Probabilidade e Estatística	Fator de Bayes, evidência, prior, escala de interpretação	redundante	O peso da evidência entre explicações (cap. 11, pergunta A3) já vem da linha e-value citada (vovk2021values, shafer2006sources, ramdas2021hypothesis, waudbysmith2024estimating), que além disso vale sob olhar contínuo — o regime do livro; o fator de Bayes clássico é o ancestral de horizonte fixo. Dúvida declarada: a escala de interpretação e a sensibilidade ao prior seriam acréscimo, mas em cadeia com o que o capítulo já pesa — na dúvida, redundante.
RF207	amos2017input	Brandon Amos, Lei Xu, J. Zico Kolter	Input Convex Neural Networks	2017	Proceedings of the 34th International Conference on Machine Learning (PMLR 70:316-325)	https://proceedings.mlr.press/v70/amos17a.html	Ciência da Computação	Convexidade, rede neural, otimização, energia, parametrização	fora-de-escopo	Redes neurais convexas na entrada para modelos de energia: parametrização e otimização sem contato com a medida do livro (alarme com orçamento, caudas, janelas, memória, causa, conformal, relógio); nenhum capítulo do mapa carrega modelagem convexa.
RF209	dempster1967upper	Arthur P. Dempster	Upper and Lower Probabilities Induced by a Multivalued Mapping	1967	The Annals of Mathematical Statistics, 38(2):325-339	https://doi.org/10.1214/aoms/1177698950	Ciência da Computação	Probabilidade imprecisa, crença, plausibilidade, evidência	redundante	A linhagem subjetiva já está citada e ancorada: jsang2007cumulative sustenta a contagem de explicações do cap. 11 ('com a taxa sozinha cabem N...\cite{jsang2007cumulative}', confirmado) e pope2005analysis (ACH por lógica subjetiva) o cap. 13; Dempster não acrescenta afirmação mensurável nova — na dúvida, redundante.
RF210	jsang2016subjective	Audun Jøsang	Subjective Logic: A Formalism for Reasoning Under Uncertainty	2016	Springer (Artificial Intelligence: Foundations, Theory, and Algorithms)	https://doi.org/10.1007/978-3-319-42337-1	Ciência da Computação	Lógica subjetiva, opinião, crença, fusão de evidência, incerteza	redundante	A fusão de opiniões/crenças que sustenta a contagem de explicações do cap. 11 já entra via jsang2007cumulative, do mesmo autor, citado ali (linha 102); o livro de 2016 é o formalismo completo — opinião, crença, fusão — daquilo que o capítulo usa, ou seja, a versão longa do conhecimento já presente, não uma afirmação nova.
RF213	woodruff2014sketching	David P. Woodruff	Sketching as a Tool for Numerical Linear Algebra	2014	Foundations and Trends in Theoretical Computer Science, 10(1-2):1-157	https://doi.org/10.1561/0400000060	Ciência da Computação	Esboço, álgebra linear numérica, regressão, posto baixo, subespaço	fora-de-escopo	Sketching é álgebra linear numérica aleatorizada (regressão, posto baixo, subespaço) com garantia (1+ε) — otimização numérica sem contato com a medida do livro; os tetos de capacidade (caps. 29 e 32) são medidos no próprio instrumento, e nada no mapa carrega projeção aleatória.
RF216	gohberg2006invariant	Israel Gohberg, Peter Lancaster, Leiba Rodman	Invariant Subspaces of Matrices with Applications	2006	Society for Industrial and Applied Mathematics (SIAM Classics in Applied Mathematics 51)	https://doi.org/10.1137/1.9780898719093	Matemática	Subespaço invariante, forma de Jordan, divisores elementares, perturbação	redundante	Forma de Jordan, divisores elementares e perturbação de subespaços invariantes corroboram, em estrutura mais funda, o transiente não-normal que o cap. 25 já mede e cita via trefethen1993hydrodynamic e henrici1962bounds — o livro não faz alegação que precise da decomposição de Jordan em si. Dúvida declarada: a perturbação junto ao ponto defeituoso seria alegação nova, mas ela já é carregada de forma mais direta, no mesmo lote, por heiss2012physics.
RF217	bougerol1985products	Philippe Bougerol, Jean Lacroix	Products of Random Matrices with Applications to Schrödinger Operators	1985	Birkhäuser Boston (Progress in Probability and Statistics 8)	https://doi.org/10.1007/978-1-4684-9172-2	Matemática	Produto de matrizes aleatórias, expoente de Lyapunov, ergodicidade multiplicativa	fora-de-escopo	Produtos de matrizes aleatórias, expoente de Lyapunov e ergodicidade multiplicativa: nenhum capítulo trata produtos aleatórios de operadores — não há Lyapunov, Jordan ou pseudoespectro em nenhum dos 33; o operador do livro (cap. 25) é fixo, com pico transitório medido.
RF223	sutton1999mdps	Richard S. Sutton, Doina Precup, Satinder Singh	Between MDPs and semi-MDPs: A framework for temporal abstraction in reinforcement learning	1999	Artificial Intelligence, 112(1-2):181-211	https://doi.org/10.1016/S0004-3702(99)00052-1	Ciência da Computação	Abstração temporal, opções, semi-MDPs, hierarquia de políticas	fora-de-escopo	Abstração temporal, opções e semi-MDPs são decisão hierárquica de política — objeto de nenhum degrau; o que o livro usa de escalas de tempo já tem dona citada (borkar1997stochastic no cap. 17, a partilha do relógio) e a invariância de recompensa do RL (ng1999policy) já cobre o que o cap. 18 pede com a transformação neutra.
RF227	al2025optimal	M. U. Gaimann et al.	Optimal information injection and transfer mechanisms for active matter reservoir computing	2025	arXiv:2509.01799	https://arxiv.org/abs/2509.01799	Ciência da Computação	Computação por reservatórios, matéria ativa, mistura elástico-viscosa, transferência de informação	redundante	Capacidade de reservatório e sua medida já estão no livro via jaeger2001echo, maass2002real e dambre2012information (cap. 29), e a pergunta D3 já mede capacidade com entrada bem e mal condicionada — que é o que a injeção ótima de informação instancia em matéria ativa. Dúvida declarada: o ótimo de acoplamento (não-monotonia na transferência) aproxima uma afirmação nova, mas é a não-monotonia que o desenho condicionado do cap. 29 já mede — na dúvida, redundante.
RF229	hasegawa2019uncertainty	Yoshihiko Hasegawa	Uncertainty relations in stochastic processes: An information inequality approach	2019	Physical Review E, 99(6):062126	https://doi.org/10.1103/PhysRevE.99.062126	Ciência da Computação	Relação de incerteza termodinâmica, desigualdade de informação, dissipação	fora-de-escopo	Física estatística de processos de Markov: o livro vigia direção por assimetria do terceiro momento com orçamento de alarmes (cap. 21, servido por gallavotti1995dynamical/roldan2017statistics/godreche2018characterising) e o único chão físico do mapa é o de Landauer (cap. 32, já citado); nenhum degrau mede produção de entropia ou dissipação.
RF230	benamou2000computational	Jean-David Benamou, Yann Brenier	A computational fluid mechanics solution to the Monge-Kantorovich mass transfer problem	2000	Numerische Mathematik, 84(3):375-393	https://doi.org/10.1007/s002110050002	Matemática	Ação de transporte, formulação dinâmica, escoamento incompressível	fora-de-escopo	Formulação dinâmica fluido-mecânica do transporte ótimo de Monge-Kantorovich: nenhum dos 33 degraus carrega escoamento ou transporte — o destino técnico não está fixado e o mapa atual não usa a peça; se a distância de Wasserstein entra como comparação de leis, wasserstein2016statement já a carrega como statement, e o solver numérico seria enfeite.
